congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
117,House,96,2021-03-19,1,97,398,14,0.531,-0.647,0.394,-1.499,-23.328,HRES134,Passed,"Condemning the military coup that took place on February 1, 2021, in Burma and the Burmese military detention of civilian leaders, calling for the release of all those detained and for those elected to serve Parliament to resume their duties, and for other purposes",On Motion to Suspend the Rules and Agree,
117,House,97,2021-04-13,1,98,384,38,0.794,0.608,1.18,-1.039,-57.133,HR1868,Passed,"To prevent across-the-board direct spending cuts, and for other purposes",On Motion to Suspend the Rules and Concur in the Senate Amendment,
117,House,98,2021-04-14,1,99,381,37,0.477,-0.879,0.922,-1.42,-47.966,HR172,Passed,United States Anti-Doping Agency Reauthorization Act,On Motion to Suspend the Rules and Pass,
117,House,99,2021-04-14,1,100,415,11,0.783,-0.622,1.22,-1.511,-27.999,S578,Passed,"Food Allergy Safety, Treatment, Education, and Research Act",On Motion to Suspend the Rules and Pass,
117,House,100,2021-04-14,1,101,412,8,0.0,0.0,0.0,0.0,0.0,S164,Passed,Advancing Education on Biosimilars Act,On Motion to Suspend the Rules and Pass,
117,House,101,2021-04-14,1,102,217,208,0.031,0.035,0.715,-0.112,-0.264,HRES303,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act",On Ordering the Previous Question,
117,House,102,2021-04-14,1,103,217,207,0.031,0.035,0.715,-0.112,-0.264,HRES303,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act",On Agreeing to the Resolution,
117,House,103,2021-04-15,1,104,396,13,0.403,-0.915,0.299,-1.104,-21.082,HR1215,Passed,Fraud and Scam Reduction Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,104,2021-04-15,1,105,362,49,0.533,-0.316,0.759,-2.022,-55.178,HR1460,Passed,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act,On Motion to Suspend the Rules and Pass,
117,House,105,2021-04-15,1,106,216,207,-0.076,0.997,0.53,0.548,-9.171,HR7,Agreed to,,On Agreeing to the Amendment,
117,House,106,2021-04-15,1,107,183,244,-0.32,0.948,-0.446,-1.31,-61.805,HR7,Failed,,On Agreeing to the Amendment,
117,House,107,2021-04-15,1,108,217,210,0.084,0.097,0.691,0.469,-2.237,HR7,Passed,Paycheck Fairness Act,On Passage,
117,House,108,2021-04-15,1,109,415,2,0.0,0.0,0.0,0.0,0.0,HR941,Passed,TRANSPLANT Act,On Motion to Suspend the Rules and Pass,
117,House,109,2021-04-15,1,110,413,8,0.0,0.0,0.0,0.0,0.0,HR446,Passed,Protecting Seniors from Emergency Scams Act,On Motion to Suspend the Rules and Pass,
117,House,110,2021-04-15,1,111,408,10,0.0,0.0,0.0,0.0,0.0,HR1762,Passed,Protecting Indian Tribes from Scams Act,On Motion to Suspend the Rules and Pass,
117,House,111,2021-04-15,1,112,411,5,0.0,0.0,0.0,0.0,0.0,HR1002,Passed,Debarment Enforcement of Bad Actor Registrants Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,112,2021-04-15,1,113,412,5,0.0,0.0,0.0,0.0,0.0,HR1899,Passed,Ensuring Compliance Against Drug Diversion Act,On Motion to Suspend the Rules and Pass,
117,House,113,2021-04-15,1,114,397,16,0.558,-0.614,0.406,-1.47,-21.229,HR1502,Passed,Microloan Improvement Act,On Motion to Suspend the Rules and Pass,
117,House,114,2021-04-15,1,115,409,4,0.0,0.0,0.0,0.0,0.0,HR1487,Passed,Microloan Transparency and Accountability Act,On Motion to Suspend the Rules and Pass,
117,House,115,2021-04-15,1,116,400,16,0.542,-0.588,0.345,-1.548,-20.821,HR1490,Passed,504 Modernization and Small Manufacturer Enhancement Act,On Motion to Suspend the Rules and Pass,
117,House,116,2021-04-16,1,117,168,256,-0.329,0.944,-0.392,-1.333,-81.645,HR1195,Failed,,On Agreeing to the Amendment,
117,House,117,2021-04-16,1,118,254,166,0.199,0.703,0.572,0.823,-55.064,HR1195,Passed,Workplace Violence Prevention for Health Care and Social Service Workers Act,On Passage,
117,House,118,2021-04-16,1,119,411,8,0.0,0.0,0.0,0.0,0.0,HR1482,Passed,504 Credit Risk Management Improvement Act,On Motion to Suspend the Rules and Pass,
117,House,119,2021-04-19,1,120,321,101,0.309,0.951,0.199,0.263,-127.838,HR1996,Passed,SAFE Banking Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,120,2021-04-19,1,121,418,1,0.0,0.0,0.0,0.0,0.0,HRES130,Passed,Condemning the continued violation of rights and freedoms of the people of Hong Kong by the People’s Republic of China and the Government of the Hong Kong Special Administrative Region,On Motion to Suspend the Rules and Agree,
117,House,121,2021-04-20,1,122,216,210,0.031,0.033,0.715,-0.113,-0.264,HRES331,Passed,Raising a question of the privileges of the House,On Motion to Table,
117,House,122,2021-04-20,1,123,216,206,0.031,0.033,0.715,-0.113,-0.264,HRES330,Passed,"Providing for consideration of the bill (H.R. 51) Washington, D.C. Admission Act; providing for consideration of the bill (H.R. 1573) Access to Counsel Act; providing for consideration of the bill (H.R. 1333) NO BAN Act; and for other purposes",On Ordering the Previous Question,
117,House,123,2021-04-20,1,124,214,207,0.029,0.027,0.716,-0.108,-0.253,HRES330,Passed,"Providing for consideration of the bill (H.R. 51) Washington, D.C. Admission Act; providing for consideration of the bill (H.R. 1573) Access to Counsel Act; providing for consideration of the bill (H.R. 1333) NO BAN Act; and for other purposes",On Agreeing to the Resolution,
117,House,124,2021-04-20,1,125,355,69,0.715,0.699,0.438,-0.493,-63.546,,Passed,,On Motion to Suspend the Rules and Pass Certain Bills and Agree to a Resolution,
117,House,125,2021-04-21,1,126,208,216,0.031,0.031,-0.715,0.115,-0.264,HR1333,Failed,NO BAN Act,On Motion to Recommit,
117,House,126,2021-04-21,1,127,218,208,0.084,0.097,0.69,0.469,-2.237,HR1333,Passed,NO BAN Act,On Passage,
117,House,127,2021-04-21,1,128,209,215,0.031,0.031,-0.715,0.115,-0.264,HR1573,Failed,Access to Counsel Act,On Motion to Recommit,
117,House,128,2021-04-21,1,129,217,207,0.031,0.031,0.715,-0.115,-0.264,HR1573,Passed,Access to Counsel Act,On Passage,
117,House,129,2021-04-21,1,130,350,71,0.337,-0.941,0.154,-0.26,-122.385,HR1392,Passed,Protection of Saudi Dissidents Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,130,2021-04-22,1,131,205,215,-0.151,0.989,-0.567,-0.664,-7.072,HR51,Failed,"Washington, D.C. Admission Act",On Motion to Recommit,
117,House,131,2021-04-22,1,132,216,208,0.031,0.071,0.714,-0.156,-0.255,HR51,Passed,"Washington, D.C. Admission Act",On Passage,
117,House,132,2021-04-22,1,133,292,123,0.437,0.194,0.269,-0.178,-88.066,,Passed,,Table Motion to Reconsider,
117,House,133,2021-05-11,1,134,250,168,0.163,0.987,0.315,0.299,-69.988,HR1629,Failed,Fairness in Orphan Drug Exclusivity Act,On Motion to Suspend the Rules and Pass,
117,House,134,2021-05-12,1,135,212,206,-0.163,0.987,0.545,0.656,-7.437,HRES380,Passed,Providing for consideration of the bill (H.R. 2547) Comprehensive Debt Collection Improvement Act; providing for consideration of the bill (H.R. 1065) Pregnant Workers Fairness Act and for other purposes,On Ordering the Previous Question,
117,House,135,2021-05-12,1,136,214,210,0.024,0.016,0.717,-0.077,-0.216,HRES380,Passed,Providing for consideration of the bill (H.R. 2547) Comprehensive Debt Collection Improvement Act; providing for consideration of the bill (H.R. 1065) Pregnant Workers Fairness Act and for other purposes,On Agreeing to the Resolution,
117,House,136,2021-05-12,1,137,349,74,0.543,-0.84,0.665,-0.132,-58.557,,Passed,,On Motion to Suspend the Rules and Pass Certain Bills,
117,House,137,2021-05-13,1,138,210,202,0.025,0.017,0.717,-0.082,-0.217,HR2547,Agreed to,,On Agreeing to the Amendment,
117,House,138,2021-05-13,1,139,208,214,-0.239,0.971,-0.552,-0.706,-12.489,HR2547,Failed,,On Agreeing to the Amendment,
117,House,139,2021-05-13,1,140,199,224,-0.243,0.97,-0.323,-0.555,-41.039,HR2547,Failed,,On Agreeing to the Amendment,
117,House,140,2021-05-13,1,141,215,207,-0.055,-0.192,0.743,-0.104,-4.273,HR2547,Passed,Comprehensive Debt Collection Improvement Act,On Passage,
117,House,141,2021-05-13,1,142,323,93,-0.7,0.714,-0.208,-0.295,-161.305,HR2877,Passed,Behavioral Intervention Guidelines Act of 2021,On Motion to Suspend the Rules and Pass,
117,House,142,2021-05-14,1,143,315,101,0.646,-0.763,0.583,0.533,-82.249,HR1065,Passed,Pregnant Workers Fairness Act,On Passage,
117,House,143,2021-05-17,1,144,411,4,0.0,0.0,0.0,0.0,0.0,HR2911,Passed,VA Transparency & Trust Act,On Motion to Suspend the Rules and Pass,
117,House,144,2021-05-18,1,145,364,62,0.554,-0.833,0.376,-0.149,-68.092,S937,Passed,COVID-19 Hate Crimes Act,On Motion to Suspend the Rules and Pass,
117,House,145,2021-05-18,1,146,217,209,0.026,0.02,0.717,-0.082,-0.227,HRES403,Passed,"Providing for consideration of H.R. 1629,the Fairness in Orphan Drug Exclusivity Act; and H. Res. 275, condemning the horrific shootings in Atlanta, GA on March 16, 2021",On Ordering the Previous Question,
117,House,146,2021-05-18,1,147,212,206,0.024,0.012,0.717,-0.077,-0.215,HRES403,Passed,"Providing for consideration of H.R. 1629,the Fairness in Orphan Drug Exclusivity Act; and H. Res. 275, condemning the horrific shootings in Atlanta, GA on March 16, 2021",On Agreeing to the Resolution,
117,House,147,2021-05-18,1,148,350,75,0.587,0.149,0.342,-0.256,-67.939,,Passed,,On Motion to Suspend the Rules and Pass Certain Bills,
117,House,148,2021-05-19,1,149,245,180,0.247,0.969,0.477,0.188,-48.473,HRES275,Passed,"Condemning the horrific shootings in Atlanta, Georgia, on March 16, 2021, and reaffirming the House of Representative’s commitment to combating hate, bigotry, and violence against the Asian-American and Pacific Islander community",On Agreeing to the Resolution,
117,House,149,2021-05-19,1,150,402,23,0.622,-0.783,0.237,-0.312,-56.072,HR1629,Passed,Fairness in Orphan Drug Exclusivity Act,On Passage,
117,House,150,2021-05-19,1,151,217,208,-0.192,0.981,0.536,0.781,-12.028,HRES409,Passed,"Providing for consideration of the bill (H.R. 3233) National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act; and providing for consideration of the bill (H.R. 3237) Emergency Security Supplemental to Respond to January 6th Appropriations Act, 2021, and for other purposes",On Ordering the Previous Question,
117,House,151,2021-05-19,1,152,216,208,0.026,0.035,0.717,-0.067,-0.226,HRES409,Passed,"Providing for consideration of the bill (H.R. 3233) National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act; and providing for consideration of the bill (H.R. 3237) Emergency Security Supplemental to Respond to January 6th Appropriations Act, 2021, and for other purposes",On Agreeing to the Resolution,
117,House,152,2021-05-19,1,153,218,210,0.026,0.036,0.717,-0.067,-0.226,HRES414,Passed,"Directing the Attending Physician to take timely action to provide updated mask wearing guidance applicable to the Hall of the House of Representatives and committee meeting spaces for Members & staff who are vaccinated against Covid-19, consistent with the public guidance released by the CDC & Prevention May 13, 2021",On Motion to Table,
117,House,153,2021-05-19,1,154,252,175,0.265,0.964,0.35,0.108,-65.043,HR3233,Passed,National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act,On Passage,
117,House,154,2021-05-20,1,155,209,218,-0.148,0.989,-0.621,-0.697,-5.508,HR3237,Failed,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes",On Motion to Recommit,
117,House,155,2021-05-20,1,156,213,212,0.214,0.883,0.57,-0.746,-7.67,HR3237,Passed,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes",On Passage,
117,House,156,2021-06-14,1,157,217,203,0.03,0.056,0.716,-0.092,-0.26,HRES473,Passed,"Providing for consideration of the bill (H.R. 256) to repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002; providing for consideration of the bill (H.R. 1187) ESG Disclosure Simplification Act, and for other purposes; and for other purposes",On Ordering the Previous Question,
117,House,157,2021-06-14,1,158,216,206,-0.076,0.282,0.734,0.371,-6.907,HRES473,Passed,"Providing for consideration of the bill (H.R. 256) to repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002; providing for consideration of the bill (H.R. 1187) ESG Disclosure Simplification Act, and for other purposes; and for other purposes",On Agreeing to the Resolution,
117,House,158,2021-06-15,1,159,287,140,0.418,-0.369,1.301,0.108,-87.465,,Passed,,On Motion to Suspend the Rules and Pass Certain Bills,
117,House,159,2021-06-15,1,160,240,188,0.239,-0.087,0.425,-0.212,-38.544,HR239,Failed,Equal Access to Contraception for Veterans Act,On Motion to Suspend the Rules and Pass,
117,House,160,2021-06-15,1,161,406,21,0.588,-0.525,0.455,-1.369,-23.078,HR3325,Passed,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021","On Motion to Suspend the Rules and Pass, as Amended",
117,House,161,2021-06-15,1,162,248,177,0.287,0.958,0.458,0.056,-46.782,HR1443,Failed,LGBTQ Business Equal Credit Enforcement and Investment Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,162,2021-06-16,1,163,214,208,0.03,0.077,0.715,-0.112,-0.256,HRES479,Passed,"Providing for consideration of the bill (S. 475) to amend title 5, United States Code, to designate Juneteenth National Independence Day as a legal public holiday",On Agreeing to the Resolution,
117,House,163,2021-06-16,1,164,209,218,-0.327,0.647,-0.628,-1.878,-66.676,HR1187,Failed,,On Agreeing to the Amendment,
117,House,164,2021-06-16,1,165,215,211,0.061,-0.998,0.631,0.275,-9.517,HR1187,Agreed to,,On Agreeing to the Amendment,
117,House,165,2021-06-16,1,166,204,225,-0.29,0.957,-0.527,-1.111,-29.539,HR1187,Failed,,On Agreeing to the Amendment,
117,House,166,2021-06-16,1,167,380,47,0.575,-0.818,0.267,-0.181,-77.67,HR1187,Agreed to,,On Agreeing to the Amendment,
117,House,167,2021-06-16,1,168,207,218,-0.14,0.99,-0.621,-0.687,-5.667,HR1187,Failed,ESG Disclosure Simplification Act,On Motion to Recommit,
117,House,168,2021-06-16,1,169,215,214,0.192,-0.854,0.647,0.793,-14.215,HR1187,Passed,ESG Disclosure Simplification Act,On Passage,
117,House,169,2021-06-16,1,170,415,14,0.569,-0.822,0.196,-0.512,-39.825,S475,Passed,Juneteenth National Independence Day Act,On Passage,
117,House,170,2021-06-17,1,171,204,219,-0.12,0.993,-0.519,-0.604,-10.483,HR256,Failed,To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002,On Motion to Recommit,
117,House,171,2021-06-17,1,172,268,161,-0.363,0.932,0.321,1.21,-105.236,HR256,Passed,To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002,On Passage,
117,House,172,2021-06-22,1,173,398,21,-0.061,-0.698,-0.005,-1.109,-43.41,HR1374,Passed,Enhancing State Energy Security Planning and Emergency Preparedness Act,On Motion to Suspend the Rules and Pass,
117,House,173,2021-06-22,1,174,416,5,0.0,0.0,0.0,0.0,0.0,HR983,Passed,Preventing Crimes Against Veterans Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,174,2021-06-23,1,175,218,209,0.03,0.05,0.716,-0.097,-0.262,HRES486,Passed,Providing for consideration of the bills (H.R. 2062) Protecting Older Workers Against Discrimination Act; (H.R. 239) Equal Access to Contraception for Veterans Act; (H.R. 1443) LGBTQ Business Equal Credit Enforcement and Investment Act; S.J.Res. 13; S.J.Res. 14 and S. J.Res. 15; and for other purposes.,On Ordering the Previous Question,
117,House,175,2021-06-23,1,176,218,205,0.03,0.05,0.716,-0.097,-0.262,HRES486,Passed,Providing for consideration of the bills (H.R. 2062) Protecting Older Workers Against Discrimination Act; (H.R. 239) Equal Access to Contraception for Veterans Act; (H.R. 1443) LGBTQ Business Equal Credit Enforcement and Investment Act; S.J.Res. 13; S.J.Res. 14 and S. J.Res. 15; and for other purposes.,On Agreeing to the Resolution,
117,House,176,2021-06-23,1,177,325,103,0.51,-0.175,0.411,0.039,-76.898,,Passed,,On Motion to Suspend the Rules and Pass Certain Bills,
117,House,177,2021-06-23,1,178,231,192,0.313,-0.15,0.6,0.967,-23.886,HR2062,Agreed to,,On Agreeing to the Amendment,
117,House,178,2021-06-23,1,179,182,243,0.218,0.285,-0.42,-0.858,-43.995,HR2062,Failed,,On Agreeing to the Amendment,
117,House,179,2021-06-23,1,180,247,178,0.395,-0.154,0.576,1.015,-40.998,HR2062,Passed,Protecting Older Workers Against Discrimination Act of 2021,On Passage,
117,House,180,2021-06-24,1,181,218,208,-0.146,0.989,0.558,0.658,-7.896,SJRES15,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of Currency relating to “National Banks and Federal Savings Associations as Lenders”",On Passage,
117,House,181,2021-06-24,1,182,252,176,0.266,0.964,0.545,0.188,-47.325,HR1443,Passed,LGBTQ Business Equal Credit Enforcement and Investment Act,On Passage,
117,House,182,2021-06-24,1,183,219,210,0.029,0.059,0.716,-0.087,-0.262,SJRES13,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Equal Employment Opportunity Commission relating to “Update of Commission’s Conciliation Procedures”",On Passage,
117,House,183,2021-06-24,1,184,245,181,0.266,0.964,0.377,0.024,-48.704,HR239,Passed,Equal Access to Contraception for Veterans Act,On Passage,
117,House,184,2021-06-25,1,185,229,191,0.178,0.188,0.568,1.126,-22.864,SJRES14,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to “Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Review”",On Passage,
